AC_S_010 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_010 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.55,0.000,0.0
1.5,23.76,0.000,0.0
2.0,23.99,0.000,0.0
2.5,24.24,0.000,0.0
3.0,24.48,0.000,0.0
3.5,24.73,0.000,0.0
4.0,24.97,0.000,0.0
4.5,25.21,0.000,0.0
5.0,25.45,0.000,0.0
5.5,25.69,0.000,0.0
6.0,25.88,0.301,10.6
6.5,25.90,0.259,9.1
7.0,25.90,0.176,6.2
7.5,25.90,0.094,3.3
8.0,25.90,0.011,0.4
8.5,25.90,0.000,0.0
9.0,25.89,0.000,0.0
9.5,25.85,0.000,0.0
10.0,25.81,0.000,0.0
10.5,25.74,0.000,0.0
11.0,25.66,0.000,0.0
11.5,25.61,0.000,0.0
12.0,25.56,0.000,0.0
12.5,25.47,0.000,0.0
13.0,25.38,0.000,0.0
13.5,25.29,0.000,0.0
14.0,25.20,0.000,0.0
14.5,25.12,0.000,0.0
15.0,25.03,0.000,0.0
15.5,24.95,0.000,0.0
16.0,24.88,0.000,0.0
16.5,24.87,0.000,0.0
17.0,24.87,0.000,0.0
17.5,24.89,0.000,0.0
18.0,24.92,0.000,0.0
18.5,24.96,0.000,0.0
19.0,25.02,0.000,0.0
19.5,25.08,0.000,0.0
20.0,25.13,0.000,0.0
20.5,25.18,0.000,0.0
21.0,25.21,0.000,0.0
21.5,25.23,0.000,0.0
22.0,25.25,0.000,0.0
22.5,25.25,0.000,0.0
23.0,25.29,0.000,0.0
23.5,25.35,0.000,0.0
24.0,25.44,0.000,0.0

"日期: 2021/6/10, 空调: AC_S_010 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.66,0.000,0.0
1.5,23.89,0.000,0.0
2.0,24.13,0.000,0.0
2.5,24.37,0.000,0.0
3.0,24.64,0.000,0.0
3.5,24.92,0.000,0.0
4.0,25.22,0.000,0.0
4.5,25.54,0.000,0.0
5.0,25.88,0.767,27.0
5.5,25.90,0.809,28.5
6.0,25.90,0.798,28.1
6.5,25.90,0.787,27.7
7.0,25.90,0.776,27.3
7.5,25.90,0.765,26.9
8.0,25.90,0.754,26.6
8.5,25.90,0.677,23.8
9.0,25.90,0.600,21.1
9.5,25.90,0.522,18.4
